name,cls,file,line,refs
cmd_ei_track_enable,,ho/System_EdgeImpulse.cpp,2415,2
cmd_ei_track_clear,,ho/System_EdgeImpulse.cpp,2435,2
streamEdgeImpulseSensorBindButtons,,ho/System_EdgeImpulse_Web.h,80,2
streamEdgeImpulseSensorJs,,ho/System_EdgeImpulse_Web.h,85,2
isWiFiCompiled,,ho/System_FeatureRegistry.cpp,22,2
isBluetoothCompiled,,ho/System_FeatureRegistry.cpp,30,2
isHttpCompiled,,ho/System_FeatureRegistry.cpp,38,2
isEspNowCompiled,,ho/System_FeatureRegistry.cpp,46,2
isMqttCompiled,,ho/System_FeatureRegistry.cpp,54,2
isOledCompiled,,ho/System_FeatureRegistry.cpp,62,2
isNeoPixelCompiled,,ho/System_FeatureRegistry.cpp,70,2
isThermalCompiled,,ho/System_FeatureRegistry.cpp,79,2
isI2CCompiled,,ho/System_FeatureRegistry.cpp,87,2
isToFCompiled,,ho/System_FeatureRegistry.cpp,95,2
isIMUCompiled,,ho/System_FeatureRegistry.cpp,103,2
isGPSCompiled,,ho/System_FeatureRegistry.cpp,111,2
isFMRadioCompiled,,ho/System_FeatureRegistry.cpp,119,2
isCameraCompiled,,ho/System_FeatureRegistry.cpp,127,2
isMicrophoneCompiled,,ho/System_FeatureRegistry.cpp,135,2
isAPDSCompiled,,ho/System_FeatureRegistry.cpp,143,2
isInputCompiled,,ho/System_FeatureRegistry.cpp,151,2
isRTCCompiled,,ho/System_FeatureRegistry.cpp,159,2
isPresenceCompiled,,ho/System_FeatureRegistry.cpp,167,2
isAutomationCompiled,,ho/System_FeatureRegistry.cpp,175,2
isESPSRCompiled,,ho/System_FeatureRegistry.cpp,183,2
isEdgeImpulseCompiled,,ho/System_FeatureRegistry.cpp,191,2
isLLMCompiled,,ho/System_FeatureRegistry.cpp,199,2
initFeatureRegistry,,ho/System_FeatureRegistry.cpp,365,2
getCategoryHeapEstimate,,ho/System_FeatureRegistry.cpp,436,2
cmd_featuresetup,,ho/System_FeatureRegistry.cpp,627,2
moveToTop,FileManager,ho/System_FileManager.cpp,144,2
moveToBottom,FileManager,ho/System_FileManager.cpp,149,2
createFolder,FileManager,ho/System_FileManager.cpp,244,2
createFile,FileManager,ho/System_FileManager.cpp,259,2
deleteItem,FileManager,ho/System_FileManager.cpp,275,2
renameItem,FileManager,ho/System_FileManager.cpp,295,2
readFile,FileManager,ho/System_FileManager.cpp,315,2
writeFile,FileManager,ho/System_FileManager.cpp,341,2
isProtectedPath,FileManager,ho/System_FileManager.cpp,538,2
bytesNeedBase64,,ho/System_Filesystem.cpp,454,2
filesListingJsonForApp,,ho/System_Filesystem.cpp,521,2
cmd_files,,ho/System_Filesystem.cpp,533,2
cmd_mkdir,,ho/System_Filesystem.cpp,581,2
cmd_rmdir,,ho/System_Filesystem.cpp,629,2
cmd_filecreate,,ho/System_Filesystem.cpp,648,2
cmd_fileview,,ho/System_Filesystem.cpp,672,2
cmd_filerename,,ho/System_Filesystem.cpp,722,2
cmd_fileread,,ho/System_Filesystem.cpp,760,2
cmd_filewrite,,ho/System_Filesystem.cpp,834,2
filedelete_confirmed,,ho/System_Filesystem.cpp,958,2
filedelete_cancelled,,ho/System_Filesystem.cpp,962,2
cmd_filedelete,,ho/System_Filesystem.cpp,970,2
cmd_logtier,,ho/System_Filesystem.cpp,1031,2
pathWithinScope,,ho/System_Filesystem.cpp,1364,2
clearOledIfActive,,ho/System_FirstTimeSetup.cpp,131,2
serialWifiSelectionForRestore,,ho/System_FirstTimeSetup.cpp,161,2
g2statsReset,,ho/System_G2_Protocol.cpp,1300,2
cmd_thermalstart_queued,,ho/System_I2C.cpp,354,2
cmd_tofstart_queued,,ho/System_I2C.cpp,359,2
cmd_imustart_queued,,ho/System_I2C.cpp,364,2
cmd_apdsstart_queued,,ho/System_I2C.cpp,369,2
cmd_i2cbusenabled,,ho/System_I2C.cpp,636,2
cmd_i2csdapin,,ho/System_I2C.cpp,647,2
cmd_i2csclpin,,ho/System_I2C.cpp,660,2
cmd_i2c2busenabled,,ho/System_I2C.cpp,680,2
cmd_i2c2sdapin,,ho/System_I2C.cpp,691,2
cmd_i2c2sclpin,,ho/System_I2C.cpp,704,2
findSensorIndexByAddress,,ho/System_I2C.cpp,941,2
detectIsHeavyModule,,ho/System_I2C.cpp,1099,2
cmd_discover,,ho/System_I2C.cpp,1533,2
buildSensorsJson,,ho/System_I2C.cpp,1663,2
getEnabledSensorHeapEstimate,,ho/System_I2C.cpp,1911,2
cmd_sensorautostart,,ho/System_I2C.cpp,1921,2
cmd_i2creset,,ho/System_I2C.cpp,2034,2
cmd_i2cpause,,ho/System_I2C.cpp,2055,2
cmd_i2cresume,,ho/System_I2C.cpp,2069,2
cmd_i2crecover,,ho/System_I2C.cpp,2083,2
i2cConfirmRead,,ho/System_I2C.h,269,2
i2cDeviceIsDegraded,,ho/System_I2C.h,337,2
getDeviceByName,I2CDeviceManager,ho/System_I2C_Manager.cpp,150,2
busBeginTask,,ho/System_I2C_Manager.cpp,208,2
discoverDevices,I2CDeviceManager,ho/System_I2C_Manager.cpp,617,2
classifyI2CError,,ho/System_I2C_Manager.cpp,636,2
I2CDeviceManager_getInstance,,ho/System_I2C_Manager.h,402,2
getImage,ImageManager,ho/System_ImageManager.cpp,364,2
getImageInfo,ImageManager,ho/System_ImageManager.cpp,401,2
llmAsyncTask,,ho/System_LLM.cpp,160,2
vecstats,,ho/System_LLM.cpp,227,2
cmd_llm_corrupt_test,,ho/System_LLM.cpp,1828,2
cmd_llm_status,,ho/System_LLM.cpp,1835,2
cmd_llm_load,,ho/System_LLM.cpp,1893,2
cmd_llm_unload,,ho/System_LLM.cpp,1928,2
cmd_llm_models,,ho/System_LLM.cpp,1933,2
cmd_llm_generate,,ho/System_LLM.cpp,1964,2
cmd_llm_result,,ho/System_LLM.cpp,2019,2
cmd_llm_stop,,ho/System_LLM.cpp,2063,2
cmd_llm_clear,,ho/System_LLM.cpp,2068,2
cmd_llm_retry,,ho/System_LLM.cpp,2079,2
cmd_llm_turns,,ho/System_LLM.cpp,2092,2
matmul,,ho/System_LLM_Kernels.cpp,76,2
validateLlmConfig,,ho/System_LLM_Model.cpp,36,2
parseModelHeader,,ho/System_LLM_Model.cpp,217,2
prescanTiedWeights,,ho/System_LLM_Model.cpp,272,2
computeMemoryLayout,,ho/System_LLM_Model.cpp,346,2
spotCheckWeights,,ho/System_LLM_Model.cpp,542,2
allocateRunState,,ho/System_LLM_Model.cpp,698,2
buildLayerTensors,,ho/System_LLM_Model.cpp,792,2
sample_topp,,ho/System_LLM_Sampler.cpp,36,2
initExternalSensorStorage,,ho/System_MQTT.cpp,95,2
updateExternalSensor,,ho/System_MQTT.cpp,101,2
subscribeToExternalTopics,,ho/System_MQTT.cpp,135,2
isMqttAvailable,,ho/System_MQTT.cpp,218,2
subscribeToCommandTopic,,ho/System_MQTT.cpp,318,2
handleMQTTCommand,,ho/System_MQTT.cpp,332,2
publishMQTTDiscovery,,ho/System_MQTT.cpp,469,2
publishMeshPeerSensorData,,ho/System_MQTT.cpp,699,2
mqtt_event_handler,,ho/System_MQTT.cpp,779,2
cmd_mqttclientenabled,,ho/System_MQTT.cpp,1199,2
cmd_mqttautostart,,ho/System_MQTT.cpp,1216,2
cmd_mqtthost,,ho/System_MQTT.cpp,1228,2
cmd_mqttport,,ho/System_MQTT.cpp,1245,2
cmd_mqtttlsmode,,ho/System_MQTT.cpp,1265,2
cmd_mqttcacertpath,,ho/System_MQTT.cpp,1323,2
cmd_mqttuser,,ho/System_MQTT.cpp,1357,2
cmd_mqttpassword,,ho/System_MQTT.cpp,1378,2
cmd_mqttbasetopic,,ho/System_MQTT.cpp,1394,2
cmd_mqttdiscoveryprefix,,ho/System_MQTT.cpp,1415,2
cmd_mqttpublishinterval,,ho/System_MQTT.cpp,1432,2
cmd_mqttsubscribe,,ho/System_MQTT.cpp,1452,2
cmd_mqtttopics,,ho/System_MQTT.cpp,1471,2
cmd_mqttexternalsensors,,ho/System_MQTT.cpp,1492,2
mapHighlightByName,,ho/System_Maps.cpp,76,2
mapHighlightByType,,ho/System_Maps.cpp,86,2
mapLayersSetVisible,,ho/System_Maps.cpp,167,2
mapSubtypeIsVisible,,ho/System_Maps.cpp,175,2
mapSubtypeSetMask,,ho/System_Maps.cpp,192,2
mapLayerIsVisible,,ho/System_Maps.cpp,197,2
paramLayerIsVisible,,ho/System_Maps.cpp,227,2
paramSubtypeIsVisible,,ho/System_Maps.cpp,245,2
cmd_gpstrack,,ho/System_Maps.cpp,2950,2
cmd_waypointfile,,ho/System_Maps.cpp,3112,2
cmd_waypointfiles,,ho/System_Maps.cpp,3218,2
mapBaseNameNoExt,,ho/System_Maps.cpp,3273,2
cmd_mapzoom,,ho/System_Maps.cpp,3612,2
cmd_maplayers,,ho/System_Maps.cpp,3625,2
cmd_mapcachekb,,ho/System_Maps.cpp,3638,2
mapLodFeatureVisibleAtZoom,,ho/System_Maps.h,133,2
allocate,,ho/System_MemUtil.h,289,2
psramJsonAllocator,,ho/System_MemUtil.h,323,2
getAllMemoryRequirements,,ho/System_MemoryMonitor.cpp,139,2
isReachable,,ho/System_MeshPeers.cpp,14,2
countByRoom,,ho/System_MeshPeers.cpp,56,2
micPrimaryRecordingsFolder,,ho/System_Microphone.cpp,48,2
micVisualizerTaskFunc,,ho/System_Microphone.cpp,1037,2
cmd_micviz,,ho/System_Microphone.cpp,1108,2
cmd_micautostart,,ho/System_Microphone.cpp,1128,2
isMicConnected,,ho/System_Microphone.cpp,1172,2
displayMicrophone,,ho/System_Microphone_OLED.h,16,2
microphoneOLEDModeAvailable,,ho/System_Microphone_OLED.h,73,2
microphoneInputHandler,,ho/System_Microphone_OLED.h,89,2
streamMicrophoneSensorCard,,ho/System_Microphone_Web.h,17,2
streamMicrophoneSensorBindButtons,,ho/System_Microphone_Web.h,83,2
streamMicrophoneSensorJS,,ho/System_Microphone_Web.h,88,2
streamMicrophoneDashboardDef,,ho/System_Microphone_Web.h,250,2
isI2cLockedByCurrentTask,,ho/System_Mutex.cpp,72,2
i2cLock,,ho/System_Mutex.cpp,177,2
i2cUnlock,,ho/System_Mutex.cpp,183,2
blendColors,,ho/System_NeoPixel.cpp,190,2
adjustBrightness,,ho/System_NeoPixel.cpp,200,2
getClosestColorName,,ho/System_NeoPixel.cpp,233,2
cmd_ledcolor,,ho/System_NeoPixel.cpp,325,2
cmd_ledclear,,ho/System_NeoPixel.cpp,349,2
cmd_ledeffect,,ho/System_NeoPixel.cpp,355,2
deleteNotifContext,,ho/System_Notifications.cpp,75,2
clearNotificationContext,,ho/System_Notifications.cpp,117,2
levelToNum,,ho/System_Notifications.cpp,143,2
notifyPairConnected,,ho/System_Notifications.cpp,189,2
notifyPairDisconnected,,ho/System_Notifications.cpp,199,2
notifyPairHandshakeComplete,,ho/System_Notifications.cpp,209,2
notifyRemoteCommandResult,,ho/System_Notifications.cpp,223,2
notifyBleDeviceConnected,,ho/System_Notifications.cpp,316,2
notifyBleDeviceDisconnected,,ho/System_Notifications.cpp,326,2
notifyGestureNavToggled,,ho/System_Notifications.cpp,336,2
getPowerModeCpuFreq,,ho/System_Power.cpp,43,2
getPowerModeDisplayBrightness,,ho/System_Power.cpp,50,2
checkAutoPowerMode,,ho/System_Power.cpp,111,2
cmd_power,,ho/System_Power.cpp,135,2
cmd_powercooldown,,ho/System_Power.cpp,288,2
cmd_powersave,,ho/System_Power.cpp,313,2
isPowerModuleConnected,,ho/System_Power.cpp,348,2
r1Crc32EnsureTable,,ho/System_R1_Protocol.cpp,64,2
r1EncodeStatus,,ho/System_R1_Protocol.cpp,95,2
r1DecodeStatus,,ho/System_R1_Protocol.cpp,99,2
buildHeartbeat,R1Encoder,ho/System_R1_Protocol.cpp,209,2
buildDeviceInfoQuery,R1Encoder,ho/System_R1_Protocol.cpp,215,2
annotateDeviceStatus,,ho/System_R1_Protocol.cpp,446,2
annotateDeviceInfo,,ho/System_R1_Protocol.cpp,460,2
annotateDeviceSn,,ho/System_R1_Protocol.cpp,475,2
annotateAlgoKey,,ho/System_R1_Protocol.cpp,490,2
annotateWearStatus,,ho/System_R1_Protocol.cpp,508,2
annotateHealthSettings,,ho/System_R1_Protocol.cpp,520,2
annotateNvRecover,,ho/System_R1_Protocol.cpp,543,2
annotateSleep,,ho/System_R1_Protocol.cpp,737,2
annotateActivityDaily,,ho/System_R1_Protocol.cpp,797,2
dramFreeBytes,,ho/System_SelfDevice.cpp,28,2
getCameraConnected,,ho/System_SensorRegistry.cpp,18,2
getCameraEnabled,,ho/System_SensorRegistry.cpp,22,2
getCameraTask,,ho/System_SensorRegistry.cpp,26,2
getMicConnected,,ho/System_SensorRegistry.cpp,44,2
getMicEnabled,,ho/System_SensorRegistry.cpp,48,2
getMicTask,,ho/System_SensorRegistry.cpp,52,2
findNonI2CSensor,,ho/System_SensorRegistry.cpp,97,2
initSensorRegistry,,ho/System_SensorRegistry.cpp,107,2
jsonPathRead,,ho/System_Settings.cpp,74,2
cmd_outserial,,ho/System_Settings.cpp,146,2
cmd_outweb,,ho/System_Settings.cpp,174,2
settingsLoadClampFloat,,ho/System_Settings.cpp,1947,2
buildModuleControlsJson,,ho/System_Settings.cpp,2264,2
getWizardInfrastructureCostKB,,ho/System_SetupWizard.cpp,307,2
wizardShouldShowWebMode,,ho/System_SetupWizard.cpp,634,2
wizardShouldShowBtMode,,ho/System_SetupWizard.cpp,642,2
handleSerialESPNowPage,,ho/System_SetupWizard.cpp,1076,2
handleSerialMQTTPage,,ho/System_SetupWizard.cpp,1169,2
handleSerialWiFiPage,,ho/System_SetupWizard.cpp,1299,2
paintHeader,,ho/System_SetupWizardMode.cpp,141,2
paintAfterTransition,,ho/System_SetupWizardMode.cpp,169,2
wizardMode_onEnter,,ho/System_SetupWizardMode.cpp,737,2
wizardMode_onExit,,ho/System_SetupWizardMode.cpp,791,2
wizardMode_onTick,,ho/System_SetupWizardMode.cpp,843,2
reportTaskStack,,ho/System_TaskUtils.cpp,344,2
isTransportAdmin,,ho/System_User.cpp,556,2
promoteUserToAdminInternal,,ho/System_User.cpp,1358,2
demoteUserFromAdminInternal,,ho/System_User.cpp,1460,2
deleteUserInternal,,ho/System_User.cpp,1540,2
user_delete_confirmed,,ho/System_User.cpp,1768,2
user_delete_cancelled,,ho/System_User.cpp,1784,2
usernameExistsInUsersJson,,ho/System_User.cpp,2508,2
userSyncParseMacAddress,,ho/System_User.cpp,3198,2
userSyncResolveDeviceNameOrMac,,ho/System_User.cpp,3210,2
taskOperationStart,,ho/System_Utils.cpp,97,2
taskOperationComplete,,ho/System_Utils.cpp,101,2
resetTaskMetrics,,ho/System_Utils.cpp,129,2
parseJsonBool,,ho/System_Utils.cpp,384,2
parseJsonFloat,,ho/System_Utils.cpp,433,2
parseJsonU16,,ho/System_Utils.cpp,466,2
urlEncode,,ho/System_Utils.cpp,553,2
serializeJsonArrayWithRepair,,ho/System_Utils.cpp,641,2
formatDateTime,,ho/System_Utils.cpp,660,2
waitForSerialInput,,ho/System_Utils.cpp,671,2
isQuietPollCommand,,ho/System_Utils.cpp,859,2
redactEspNowRemote,,ho/System_Utils.cpp,1065,2
cmd_temperature,,ho/System_Utils.cpp,1224,2
cmd_voltage,,ho/System_Utils.cpp,1241,2
cmd_cpufreq,,ho/System_Utils.cpp,1298,2
cmd_lightsleep,,ho/System_Utils.cpp,1341,2
cmd_status,,ho/System_Utils.cpp,1681,2
cmd_uptime,,ho/System_Utils.cpp,1727,2
cmd_time,,ho/System_Utils.cpp,1751,2
cmd_timeset,,ho/System_Utils.cpp,1826,2
cmd_fsusage,,ho/System_Utils.cpp,1897,2
cmd_testencryption,,ho/System_Utils.cpp,1935,2
cmd_testpassword,,ho/System_Utils.cpp,1957,2
cmd_reboot,,ho/System_Utils.cpp,1981,2
factoryreset_doRestart,,ho/System_Utils.cpp,2031,2
factoryreset_confirmed,,ho/System_Utils.cpp,2035,2
factoryreset_cancelled,,ho/System_Utils.cpp,2076,2
cmd_factoryreset,,ho/System_Utils.cpp,2080,2
cmd_broadcast,,ho/System_Utils.cpp,2105,2
nowEpoch,,ho/System_Utils.cpp,2310,2
dispatchCommand,,ho/System_Utils.cpp,2522,2
calculateSensorSystemMemory,,ho/System_Utils.cpp,2645,2
adminRequiredForLine,,ho/System_Utils.cpp,3420,2
authorizeCommand,,ho/System_Utils.cpp,3438,2
execCommandUnified,,ho/System_Utils.cpp,3957,2
initIconSystem,,ho/System_Utils.cpp,4015,2
getIconPath,,ho/System_Utils.cpp,4020,2
iconExists,,ho/System_Utils.cpp,4026,2
formatMacAddr,,ho/System_Utils.h,465,2
broadcastMultilineReport,,ho/System_VFS.cpp,52,2
sdPowerUpClocks,,ho/System_VFS.cpp,125,2
cmd_sdmount,,ho/System_VFS.cpp,894,2
cmd_sdunmount,,ho/System_VFS.cpp,921,2
cmd_sdformat,,ho/System_VFS.cpp,942,2
cmd_sdinfo,,ho/System_VFS.cpp,969,2
cmd_sddiag,,ho/System_VFS.cpp,1087,2
cmd_wifigettxpower,,ho/System_WiFi.cpp,452,2
normalizeWiFiPriorities,,ho/System_WiFi.cpp,583,2
cmd_ntpsync,,ho/System_WiFi.cpp,899,2
cmd_ntpstatus,,ho/System_WiFi.cpp,906,2
streamAutomationsInner,,ho/WebPage_Automations.h,5,2
streamBatteryContent,,ho/WebPage_Battery.cpp,41,2
streamBluetoothContent,,ho/WebPage_Bluetooth.cpp,12,2
streamBluetoothInner,,ho/WebPage_Bluetooth.h,19,2
streamBondContent,,ho/WebPage_Bond.cpp,950,2
handleBondPage,,ho/WebPage_Bond.cpp,958,2
handleBondStatus,,ho/WebPage_Bond.cpp,968,2
handleBondStream,,ho/WebPage_Bond.cpp,1252,2
handleBondExec,,ho/WebPage_Bond.cpp,1346,2
handleBondRole,,ho/WebPage_Bond.cpp,1420,2
handleBondCliBatch,,ho/WebPage_Bond.cpp,1472,2
handleBondSettingsSync,,ho/WebPage_Bond.cpp,1550,2
handleBondSettingsSchema,,ho/WebPage_Bond.cpp,1590,2
handleBondSettingsSchemaSync,,ho/WebPage_Bond.cpp,1608,2
handleBondSettings,,ho/WebPage_Bond.cpp,1636,2
handleBondPairedDevices,,ho/WebPage_Bond.cpp,1661,2
handleBondFsList,,ho/WebPage_Bond.cpp,1827,2
handleBondFsStat,,ho/WebPage_Bond.cpp,1964,2
handleBondFsGet,,ho/WebPage_Bond.cpp,2054,2
streamCLIInner,,ho/WebPage_CLI.h,7,2
streamDarkRoomLauncher,,ho/WebPage_DarkRoom.cpp,15,2
handleGamesLauncherPage,,ho/WebPage_DarkRoom.cpp,29,2
handleDarkRoomPage,,ho/WebPage_DarkRoom.cpp,37,2
streamDarkRoomDoc,,ho/WebPage_DarkRoom.h,24,2
streamDashboardInner,,ho/WebPage_Dashboard.h,48,2
streamEspNowContent,,ho/WebPage_ESPNow.cpp,19,2
handleEspNowPage,,ho/WebPage_ESPNow.cpp,27,2
handleEspNowMessages,,ho/WebPage_ESPNow.cpp,168,2
handleEspNowRemoteCap,,ho/WebPage_ESPNow.cpp,345,2
handleEspNowRemoteManifest,,ho/WebPage_ESPNow.cpp,432,2
streamEspNowInner,,ho/WebPage_ESPNow.h,17,2
streamFilesInner,,ho/WebPage_Files.h,8,2
streamGamesContent,,ho/WebPage_Games.cpp,12,2
handleGamesPage,,ho/WebPage_Games.cpp,20,2
handleLLMStatus,,ho/WebPage_LLM.cpp,59,2
handleLLMModels,,ho/WebPage_LLM.cpp,96,2
handleLLMLoad,,ho/WebPage_LLM.cpp,108,2
handleLLMUnload,,ho/WebPage_LLM.cpp,165,2
handleLLMStop,,ho/WebPage_LLM.cpp,176,2
handleLLMGenerate,,ho/WebPage_LLM.cpp,189,2
handleLLMPoll,,ho/WebPage_LLM.cpp,257,2
handleLLMChatTurns,,ho/WebPage_LLM.cpp,310,2
handleLLMChatRetry,,ho/WebPage_LLM.cpp,352,2
handleLLMChatClear,,ho/WebPage_LLM.cpp,383,2
streamLLMContent,,ho/WebPage_LLM.cpp,394,2
handleLLMPage,,ho/WebPage_LLM.cpp,402,2
streamLLMInner,,ho/WebPage_LLM.h,22,2
streamLoggingInner,,ho/WebPage_Logging.h,8,2
handleMqttPage,,ho/WebPage_MQTT.cpp,441,2
handleMqttStatus,,ho/WebPage_MQTT.cpp,453,2
handleWaypointsPage,,ho/WebPage_Maps.cpp,285,2
streamMapsContent,,ho/WebPage_Maps.cpp,467,2
handleMapsPage,,ho/WebPage_Maps.cpp,475,2
streamMapsInner,,ho/WebPage_Maps.h,19,2
streamRegisterFormInner,,ho/WebPage_Register.h,5,2
streamRegisterResultInner,,ho/WebPage_Register.h,31,2
streamSettingsInner,,ho/WebPage_Settings.h,5,2
streamSpeechContent,,ho/WebPage_Speech.cpp,12,2
handleSpeechPage,,ho/WebPage_Speech.cpp,20,2
streamSpeechInner,,ho/WebPage_Speech.h,19,2
sseDebug,,ho/WebServer_Events.cpp,15,2
sseHeartbeat,,ho/WebServer_Events.cpp,61,2
handleBackup,,ho/WebServer_MigrationTool.cpp,192,2
registerMigrationRestoreHandler,,ho/WebServer_MigrationTool.cpp,577,2
unregisterMigrationRestoreHandler,,ho/WebServer_MigrationTool.cpp,595,2
handleRestoreSplash,,ho/WebServer_MigrationTool.cpp,605,2
handlePingRestore,,ho/WebServer_MigrationTool.cpp,627,2
requestIsInteraction,,ho/WebServer_Server.cpp,497,2
lockoutDurationMs,,ho/WebServer_Server.cpp,779,2
sseSessionAliveAndRefresh,,ho/WebServer_Server.cpp,1190,2
sseSendLogs,,ho/WebServer_Server.cpp,1239,2
clearLogoutReason,,ho/WebServer_Server.cpp,1379,2
streamPasswordChangeContent,,ho/WebServer_Server.cpp,1579,2
handleSensorsStatusStub,,ho/WebServer_Server.cpp,2330,2
handleSettingsSchema,,ho/WebServer_Server.cpp,2501,2
handleBuildConfig,,ho/WebServer_Server.cpp,2705,2
handleIconGet,,ho/WebServer_Server.cpp,4209,2
handleIconTestPage,,ho/WebServer_Server.cpp,4285,2
ssBulkToAnoBits,,ho/i2csensor_ano_encoder.cpp,62,2
anoResolveBus,,ho/i2csensor_ano_encoder.cpp,114,2
cmd_anoencoderswapud,,ho/i2csensor_ano_encoder.cpp,367,2
cmd_anoencoderswaplr,,ho/i2csensor_ano_encoder.cpp,378,2
streamAnoEncoderSensorCard,,ho/i2csensor_ano_encoder_web.h,20,2
streamAnoEncoderSensorBindButtons,,ho/i2csensor_ano_encoder_web.h,55,2
streamAnoEncoderSensorJs,,ho/i2csensor_ano_encoder_web.h,60,2
streamAnoEncoderDashboardDef,,ho/i2csensor_ano_encoder_web.h,156,2
isAPDSConnected,,ho/i2csensor_apds9960.cpp,52,2
cmd_apdsread,,ho/i2csensor_apds9960.cpp,105,2
cmd_apdsautostart,,ho/i2csensor_apds9960.cpp,393,2
apdsOLEDModeAvailable,,ho/i2csensor_apds9960_oled.h,48,2
apdsInputHandler,,ho/i2csensor_apds9960_oled.h,62,2
cmd_imuautostart,,ho/i2csensor_bno055.cpp,969,2
isIMUConnected,,ho/i2csensor_bno055.cpp,1156,2
displayIMUActions,,ho/i2csensor_bno055_oled.h,14,2
imuOLEDModeAvailable,,ho/i2csensor_bno055_oled.h,66,2
imuInputHandler,,ho/i2csensor_bno055_oled.h,80,2
streamBNO055ImuSensorCard,,ho/i2csensor_bno055_web.h,7,2
streamBNO055ImuSensorBindButtons,,ho/i2csensor_bno055_web.h,28,2
streamBNO055ImuSensorJs,,ho/i2csensor_bno055_web.h,32,2
streamBNO055ImuDashboardDef,,ho/i2csensor_bno055_web.h,223,2
rtcWriteRegister,,ho/i2csensor_ds3231.cpp,73,2
rtcDayOfWeek,,ho/i2csensor_ds3231.cpp,333,2
isRTCConnectedSetting,,ho/i2csensor_ds3231.cpp,868,2
cmd_rtcautostart,,ho/i2csensor_ds3231.cpp,888,2
displayRTCData,,ho/i2csensor_ds3231_oled.h,18,2
rtcOLEDModeAvailable,,ho/i2csensor_ds3231_oled.h,93,2
rtcNTPSyncConfirmed,,ho/i2csensor_ds3231_oled.h,123,2
rtcInputHandler,,ho/i2csensor_ds3231_oled.h,131,2
streamDS3231RtcSensorCard,,ho/i2csensor_ds3231_web.h,7,2
streamDS3231RtcSensorBindButtons,,ho/i2csensor_ds3231_web.h,21,2
streamDS3231RtcDashboardDef,,ho/i2csensor_ds3231_web.h,25,2
streamDS3231RtcSensorJs,,ho/i2csensor_ds3231_web.h,29,2
fuelGaugeResolveBus,,ho/i2csensor_max17048.cpp,37,2
isThermalConnected,,ho/i2csensor_mlx90640.cpp,56,2
cmd_thermalread,,ho/i2csensor_mlx90640.cpp,286,2
cmd_thermaldiag,,ho/i2csensor_mlx90640.cpp,1173,2
cmd_thermalautostart,,ho/i2csensor_mlx90640.cpp,1272,2
displayThermalVisual,,ho/i2csensor_mlx90640_oled.h,11,2
thermalOLEDModeAvailable,,ho/i2csensor_mlx90640_oled.h,103,2
thermalInputHandler,,ho/i2csensor_mlx90640_oled.h,117,2
streamMLX90640ThermalSensorCard,,ho/i2csensor_mlx90640_web.h,7,2
streamMLX90640ThermalSensorBindButtons,,ho/i2csensor_mlx90640_web.h,25,2
streamMLX90640ThermalSensorJs,,ho/i2csensor_mlx90640_web.h,29,2
streamMLX90640ThermalDashboardDef,,ho/i2csensor_mlx90640_web.h,112,2
isGPSConnected,,ho/i2csensor_pa1010d.cpp,523,2
cmd_gpslog,,ho/i2csensor_pa1010d.cpp,562,2
displayGPSData,,ho/i2csensor_pa1010d_oled.h,15,2
gpsOLEDModeAvailable,,ho/i2csensor_pa1010d_oled.h,91,2
gpsInputHandler,,ho/i2csensor_pa1010d_oled.h,117,2
streamPA1010DGpsSensorCard,,ho/i2csensor_pa1010d_web.h,7,2
streamPA1010DGpsSensorBindButtons,,ho/i2csensor_pa1010d_web.h,21,2
streamPA1010DGpsDashboardDef,,ho/i2csensor_pa1010d_web.h,25,2
streamPA1010DGpsSensorJs,,ho/i2csensor_pa1010d_web.h,29,2
cmd_servo,,ho/i2csensor_pca9685.cpp,69,2
cmd_servoprofile,,ho/i2csensor_pca9685.cpp,112,2
cmd_servolist,,ho/i2csensor_pca9685.cpp,144,2
cmd_servocalibrate,,ho/i2csensor_pca9685.cpp,189,2
cmd_pwm,,ho/i2csensor_pca9685.cpp,230,2
streamPCA9685ServoDriverCard,,ho/i2csensor_pca9685_web.h,7,2
streamPCA9685ServoDriverDashboardDef,,ho/i2csensor_pca9685_web.h,31,2
fmRadioResolveBus,,ho/i2csensor_rda5807.cpp,48,2
RDS_ServiceNameCallback,,ho/i2csensor_rda5807.cpp,92,2
RDS_TextCallback,,ho/i2csensor_rda5807.cpp,106,2
RDS_Process,,ho/i2csensor_rda5807.cpp,120,2
cmd_fmradio,,ho/i2csensor_rda5807.cpp,448,2
cmd_fmradioautostart,,ho/i2csensor_rda5807.cpp,750,2
isFMRadioConnected,,ho/i2csensor_rda5807.cpp,798,2
displayFmRadio,,ho/i2csensor_rda5807_oled.h,11,2
fmRadioOLEDModeAvailable,,ho/i2csensor_rda5807_oled.h,71,2
fmRadioInputHandler,,ho/i2csensor_rda5807_oled.h,85,2
streamRDA5807FmRadioSensorCard,,ho/i2csensor_rda5807_web.h,7,2
streamRDA5807FmRadioSensorBindButtons,,ho/i2csensor_rda5807_web.h,39,2
streamRDA5807FmRadioSensorJs,,ho/i2csensor_rda5807_web.h,43,2
streamRDA5807FmRadioDashboardDef,,ho/i2csensor_rda5807_web.h,52,2
i2cPing,,ho/i2csensor_seesaw.cpp,262,2
gamepadGetX,,ho/i2csensor_seesaw.cpp,666,2
gamepadGetY,,ho/i2csensor_seesaw.cpp,671,2
